assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,id,key_passes,kickoff_time_formatted,loaned_in,loaned_out,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
0,0,0,0,0.0,425,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2023-08-12T16:30:00Z,0,2,0,0,0,0,1,0,15502,0.0,1,5,0.0,0,0,0,0,45,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,425,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2023-08-19T19:00:00Z,0,13,0,0,0,0,2,0,15809,0.0,0,1,0.0,0,-1610,940,2550,45,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,425,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2023-08-27T15:30:00Z,0,11,0,0,0,0,3,0,14220,0.0,2,1,0.0,0,-1958,337,2295,45,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,425,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2023-09-02T16:30:00Z,0,5,0,0,0,0,4,0,16053,0.0,1,3,0.0,0,312,2439,2127,44,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,425,0.0,0.0,0.0,0.0,46,0,0,0.0,0.0,2023-09-16T16:30:00Z,0,4,0,0,0,0,5,0,17242,0.0,0,1,0.0,0,208,2008,1800,44,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,425,0.0,0.0,0.0,0.0,60,0,0,0.0,0.0,2023-09-24T15:30:00Z,0,17,0,0,0,0,6,0,17165,0.0,8,0,0.0,0,-339,892,1231,44,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,425,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,6,0,0,0,0,7,0,17030,0.0,0,2,0.0,0,-424,1084,1508,44,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,425,0.0,0.0,0.0,0.0,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,17175,0.0,2,2,0.0,0,-221,1107,1328,44,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,425,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,8,0,0,0,0,9,0,16978,0.0,0,4,0.0,0,-308,673,981,44,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0.0,425,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2023-10-28T16:30:00Z,0,20,0,0,0,0,10,0,17156,0.0,2,2,0.0,0,22,1031,1009,44,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,4,0,0.3,425,0.0,0.0,0.0,0.03,107,0,0,1.0,9.2,2023-11-04T17:30:00Z,11,1,0,0,0,0,11,0,17680,0.0,0,1,0.0,1,308,1239,931,44,True,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,1,0,1.9,425,0.01,0.08,0.07,2.17,113,2,0,2.2,7.4,2023-11-11T17:30:00Z,59,3,0,0,0,0,12,0,17719,0.0,0,2,13.0,1,-110,759,869,44,False,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,1,0,0.8,425,0.0,0.0,0.0,0.0,127,0,0,0.3,0.2,2023-11-25T15:00:00Z,9,7,0,0,0,0,13,0,17892,0.0,1,4,2.0,0,47,873,826,44,True,1,,,,,,,,,,,,,,,,,,,,,,,
0,0,3,0,0.0,425,0.0,0.0,0.0,0.03,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,1,14,0,0,0,0,14,0,17678,0.0,0,1,0.0,1,-281,471,752,44,True,0,,,,,,,,,,,,,,,,,,,,,,,
